age,male,female,all,city,district
30-34,185,157,342,Karabük,Eflani
35-39,207,179,386,Karabük,Eflani
40-44,202,204,406,Karabük,Eflani
45-49,206,234,440,Karabük,Eflani
50-54,255,287,542,Karabük,Eflani
55-59,340,348,688,Karabük,Eflani
60-64,379,402,781,Karabük,Eflani
65-69,360,373,733,Karabük,Eflani
70-74,256,316,572,Karabük,Eflani
75+,408,613,1021,Karabük,Eflani
18-24,944,931,1875,Kars,Arpaçay
25-29,642,498,1140,Kars,Arpaçay
30-34,517,472,989,Kars,Arpaçay
35-39,601,530,1131,Kars,Arpaçay
40-44,561,447,1008,Kars,Arpaçay
45-49,515,535,1050,Kars,Arpaçay
50-54,513,457,970,Kars,Arpaçay
55-59,477,443,920,Kars,Arpaçay
60-64,403,402,805,Kars,Arpaçay
65-69,329,374,703,Kars,Arpaçay
70-74,272,327,599,Kars,Arpaçay
75+,400,573,973,Kars,Arpaçay
18-24,18110,18603,36713,Malatya,Battalgazi
25-29,10955,11159,22114,Malatya,Battalgazi
30-34,10809,11077,21886,Malatya,Battalgazi
35-39,11356,11911,23267,Malatya,Battalgazi
40-44,10010,10492,20502,Malatya,Battalgazi
45-49,8834,9520,18354,Malatya,Battalgazi
50-54,8289,8448,16737,Malatya,Battalgazi
55-59,7015,7158,14173,Malatya,Battalgazi
60-64,5656,5683,11339,Malatya,Battalgazi
65-69,4186,4529,8715,Malatya,Battalgazi
70-74,2712,3400,6112,Malatya,Battalgazi
75+,3824,5444,9268,Malatya,Battalgazi
18-24,7155,7875,15030,Nevşehir,Nevşehir Merkez
25-29,4720,4958,9678,Nevşehir,Nevşehir Merkez
30-34,5288,5540,10828,Nevşehir,Nevşehir Merkez
35-39,5429,5550,10979,Nevşehir,Nevşehir Merkez
40-44,4851,4759,9610,Nevşehir,Nevşehir Merkez
45-49,4322,4245,8567,Nevşehir,Nevşehir Merkez
50-54,3912,3914,7826,Nevşehir,Nevşehir Merkez
55-59,3083,3245,6328,Nevşehir,Nevşehir Merkez
60-64,2487,2524,5011,Nevşehir,Nevşehir Merkez
65-69,1953,2023,3976,Nevşehir,Nevşehir Merkez
70-74,1213,1580,2793,Nevşehir,Nevşehir Merkez
75+,1543,2233,3776,Nevşehir,Nevşehir Merkez
18-24,19146,19074,38220,İstanbul,Eyüpsultan
25-29,14524,15083,29607,İstanbul,Eyüpsultan
30-34,16356,16440,32796,İstanbul,Eyüpsultan
35-39,17717,17772,35489,İstanbul,Eyüpsultan
40-44,16065,15640,31705,İstanbul,Eyüpsultan
45-49,13950,13678,27628,İstanbul,Eyüpsultan
50-54,11746,11194,22940,İstanbul,Eyüpsultan
55-59,9209,9011,18220,İstanbul,Eyüpsultan
60-64,6804,6988,13792,İstanbul,Eyüpsultan
65-69,4529,4966,9495,İstanbul,Eyüpsultan
70-74,2642,3267,5909,İstanbul,Eyüpsultan
75+,2997,5065,8062,İstanbul,Eyüpsultan
18-24,36105,37403,73508,Konya,Selçuklu
25-29,23457,24681,48138,Konya,Selçuklu
30-34,24906,26149,51055,Konya,Selçuklu
35-39,25220,26255,51475,Konya,Selçuklu
40-44,21609,22251,43860,Konya,Selçuklu
45-49,18800,19615,38415,Konya,Selçuklu
50-54,16108,16895,33003,Konya,Selçuklu
55-59,13493,14092,27585,Konya,Selçuklu
60-64,10655,11220,21875,Konya,Selçuklu
65-69,7425,8178,15603,Konya,Selçuklu
70-74,4626,5381,10007,Konya,Selçuklu
75+,4993,7166,12159,Konya,Selçuklu
18-24,1359,1403,2762,Trabzon,Sürmene
25-29,853,847,1700,Trabzon,Sürmene
30-34,840,766,1606,Trabzon,Sürmene
35-39,822,781,1603,Trabzon,Sürmene
40-44,756,793,1549,Trabzon,Sürmene
45-49,820,829,1649,Trabzon,Sürmene
50-54,772,826,1598,Trabzon,Sürmene
55-59,849,802,1651,Trabzon,Sürmene
60-64,737,844,1581,Trabzon,Sürmene
65-69,637,595,1232,Trabzon,Sürmene
70-74,451,601,1052,Trabzon,Sürmene
75+,597,1139,1736,Trabzon,Sürmene
18-24,2076,2081,4157,Bursa,İznik
25-29,1263,1204,2467,Bursa,İznik
30-34,1375,1275,2650,Bursa,İznik
35-39,1551,1605,3156,Bursa,İznik
40-44,1477,1578,3055,Bursa,İznik
45-49,1642,1609,3251,Bursa,İznik
50-54,1608,1596,3204,Bursa,İznik
55-59,1538,1584,3122,Bursa,İznik
60-64,1326,1306,2632,Bursa,İznik
65-69,1041,1126,2167,Bursa,İznik
70-74,674,901,1575,Bursa,İznik
75+,1010,1507,2517,Bursa,İznik
18-24,423,379,802,Çankırı,Orta
25-29,258,199,457,Çankırı,Orta
30-34,247,177,424,Çankırı,Orta
35-39,289,236,525,Çankırı,Orta
40-44,259,204,463,Çankırı,Orta
45-49,276,279,555,Çankırı,Orta
50-54,339,348,687,Çankırı,Orta
55-59,419,390,809,Çankırı,Orta
60-64,456,460,916,Çankırı,Orta
65-69,406,501,907,Çankırı,Orta
70-74,356,376,732,Çankırı,Orta
75+,482,620,1102,Çankırı,Orta
18-24,109,118,227,Ankara,Evren
25-29,70,49,119,Ankara,Evren
30-34,72,48,120,Ankara,Evren
35-39,66,63,129,Ankara,Evren
40-44,70,76,146,Ankara,Evren
45-49,92,85,177,Ankara,Evren
50-54,104,102,206,Ankara,Evren
55-59,115,134,249,Ankara,Evren
60-64,123,128,251,Ankara,Evren
65-69,125,127,252,Ankara,Evren
70-74,65,109,174,Ankara,Evren
75+,118,174,292,Ankara,Evren
18-24,313,269,582,Yalova,Termal
25-29,198,171,369,Yalova,Termal
30-34,164,169,333,Yalova,Termal
35-39,185,170,355,Yalova,Termal
40-44,172,192,364,Yalova,Termal
45-49,196,207,403,Yalova,Termal
50-54,199,176,375,Yalova,Termal
55-59,172,172,344,Yalova,Termal
60-64,147,152,299,Yalova,Termal
65-69,119,126,245,Yalova,Termal
70-74,88,112,200,Yalova,Termal
75+,134,158,292,Yalova,Termal
18-24,505,467,972,Kayseri,Sarız
25-29,318,258,576,Kayseri,Sarız
30-34,292,205,497,Kayseri,Sarız
35-39,317,234,551,Kayseri,Sarız
40-44,273,229,502,Kayseri,Sarız
45-49,286,288,574,Kayseri,Sarız
50-54,302,294,596,Kayseri,Sarız
55-59,302,339,641,Kayseri,Sarız
60-64,339,316,655,Kayseri,Sarız
65-69,292,353,645,Kayseri,Sarız
70-74,282,321,603,Kayseri,Sarız
75+,453,580,1033,Kayseri,Sarız
18-24,4180,4087,8267,İzmir,Aliağa
25-29,3824,3709,7533,İzmir,Aliağa
30-34,4440,3946,8386,İzmir,Aliağa
35-39,4365,3763,8128,İzmir,Aliağa
40-44,3353,3028,6381,İzmir,Aliağa
45-49,2880,2808,5688,İzmir,Aliağa
50-54,2674,2661,5335,İzmir,Aliağa
55-59,2601,2192,4793,İzmir,Aliağa
60-64,1778,1630,3408,İzmir,Aliağa
65-69,1230,1236,2466,İzmir,Aliağa
70-74,744,837,1581,İzmir,Aliağa
75+,901,1214,2115,İzmir,Aliağa
18-24,751,687,1438,Ordu,Ulubey
25-29,424,325,749,Ordu,Ulubey
30-34,401,268,669,Ordu,Ulubey
35-39,396,354,750,Ordu,Ulubey
40-44,437,404,841,Ordu,Ulubey
45-49,582,537,1119,Ordu,Ulubey
50-54,766,686,1452,Ordu,Ulubey
55-59,762,753,1515,Ordu,Ulubey
60-64,773,809,1582,Ordu,Ulubey
65-69,638,758,1396,Ordu,Ulubey
70-74,510,597,1107,Ordu,Ulubey
75+,865,1096,1961,Ordu,Ulubey
18-24,6037,6446,12483,Trabzon,Akçaabat
25-29,4311,4333,8644,Trabzon,Akçaabat
30-34,4553,4404,8957,Trabzon,Akçaabat
35-39,4754,4501,9255,Trabzon,Akçaabat
40-44,4244,3958,8202,Trabzon,Akçaabat
45-49,4015,3774,7789,Trabzon,Akçaabat
50-54,3805,3813,7618,Trabzon,Akçaabat
55-59,3422,3528,6950,Trabzon,Akçaabat
60-64,2970,3206,6176,Trabzon,Akçaabat
65-69,2268,2158,4426,Trabzon,Akçaabat
70-74,1337,1808,3145,Trabzon,Akçaabat
75+,1977,3449,5426,Trabzon,Akçaabat
18-24,212,193,405,Kırşehir,Akçakent
25-29,113,54,167,Kırşehir,Akçakent
30-34,77,66,143,Kırşehir,Akçakent
35-39,82,62,144,Kırşehir,Akçakent
40-44,91,123,214,Kırşehir,Akçakent
45-49,135,103,238,Kırşehir,Akçakent
50-54,137,108,245,Kırşehir,Akçakent
55-59,118,170,288,Kırşehir,Akçakent
60-64,151,172,323,Kırşehir,Akçakent
65-69,131,180,311,Kırşehir,Akçakent
70-74,100,149,249,Kırşehir,Akçakent
75+,170,274,444,Kırşehir,Akçakent
18-24,1466,1384,2850,Balıkesir,Sındırgı
25-29,725,698,1423,Balıkesir,Sındırgı
30-34,729,625,1354,Balıkesir,Sındırgı
35-39,801,797,1598,Balıkesir,Sındırgı
40-44,952,1028,1980,Balıkesir,Sındırgı
45-49,1217,1266,2483,Balıkesir,Sındırgı
50-54,1381,1478,2859,Balıkesir,Sındırgı
55-59,1387,1475,2862,Balıkesir,Sındırgı
60-64,1323,1430,2753,Balıkesir,Sındırgı
65-69,1193,1426,2619,Balıkesir,Sındırgı
70-74,1018,1198,2216,Balıkesir,Sındırgı
75+,1577,2247,3824,Balıkesir,Sındırgı
18-24,1384,1417,2801,Giresun,Görele
25-29,719,829,1548,Giresun,Görele
30-34,833,777,1610,Giresun,Görele
35-39,892,909,1801,Giresun,Görele
40-44,937,897,1834,Giresun,Görele
45-49,889,903,1792,Giresun,Görele
50-54,1070,1033,2103,Giresun,Görele
55-59,1221,1138,2359,Giresun,Görele
60-64,1186,1159,2345,Giresun,Görele
65-69,870,889,1759,Giresun,Görele
70-74,554,735,1289,Giresun,Görele
75+,1195,1778,2973,Giresun,Görele
18-24,66,54,120,Çankırı,Bayramören
25-29,55,39,94,Çankırı,Bayramören
30-34,42,23,65,Çankırı,Bayramören
35-39,46,26,72,Çankırı,Bayramören
40-44,38,41,79,Çankırı,Bayramören
45-49,49,48,97,Çankırı,Bayramören
50-54,84,86,170,Çankırı,Bayramören
55-59,128,115,243,Çankırı,Bayramören
60-64,143,137,280,Çankırı,Bayramören
65-69,134,128,262,Çankırı,Bayramören
70-74,87,91,178,Çankırı,Bayramören
75+,169,193,362,Çankırı,Bayramören
18-24,2800,3000,5800,Antalya,Döşemealtı
25-29,2019,2092,4111,Antalya,Döşemealtı
30-34,2193,2189,4382,Antalya,Döşemealtı
35-39,2389,2363,4752,Antalya,Döşemealtı
40-44,2336,2162,4498,Antalya,Döşemealtı
45-49,2077,1993,4070,Antalya,Döşemealtı
50-54,1858,1836,3694,Antalya,Döşemealtı
55-59,1634,1639,3273,Antalya,Döşemealtı
60-64,1293,1260,2553,Antalya,Döşemealtı
65-69,904,889,1793,Antalya,Döşemealtı
70-74,614,679,1293,Antalya,Döşemealtı
75+,757,1011,1768,Antalya,Döşemealtı
18-24,821,852,1673,Balıkesir,Manyas
25-29,529,474,1003,Balıkesir,Manyas
30-34,562,445,1007,Balıkesir,Manyas
35-39,520,477,997,Balıkesir,Manyas
40-44,582,595,1177,Balıkesir,Manyas
45-49,692,663,1355,Balıkesir,Manyas
50-54,716,694,1410,Balıkesir,Manyas
55-59,800,809,1609,Balıkesir,Manyas
60-64,747,785,1532,Balıkesir,Manyas
65-69,692,684,1376,Balıkesir,Manyas
70-74,487,554,1041,Balıkesir,Manyas
75+,736,1129,1865,Balıkesir,Manyas
18-24,976,1022,1998,Artvin,Yusufeli
25-29,627,591,1218,Artvin,Yusufeli
30-34,635,528,1163,Artvin,Yusufeli
35-39,635,557,1192,Artvin,Yusufeli
40-44,623,594,1217,Artvin,Yusufeli
45-49,638,616,1254,Artvin,Yusufeli
50-54,700,750,1450,Artvin,Yusufeli
55-59,724,716,1440,Artvin,Yusufeli
60-64,768,956,1724,Artvin,Yusufeli
65-69,590,707,1297,Artvin,Yusufeli
70-74,530,602,1132,Artvin,Yusufeli
75+,1021,1051,2072,Artvin,Yusufeli
18-24,503,403,906,Bursa,Keles
25-29,268,255,523,Bursa,Keles
30-34,254,242,496,Bursa,Keles
35-39,284,285,569,Bursa,Keles
40-44,313,312,625,Bursa,Keles
45-49,347,373,720,Bursa,Keles
50-54,400,437,837,Bursa,Keles
55-59,476,601,1077,Bursa,Keles
60-64,491,476,967,Bursa,Keles
65-69,461,530,991,Bursa,Keles
70-74,308,408,716,Bursa,Keles
75+,671,845,1516,Bursa,Keles
18-24,8756,8403,17159,Edirne,Edirne Merkez
25-29,6244,6011,12255,Edirne,Edirne Merkez
30-34,6483,6271,12754,Edirne,Edirne Merkez
35-39,6840,6689,13529,Edirne,Edirne Merkez
40-44,6209,6381,12590,Edirne,Edirne Merkez
45-49,5613,5779,11392,Edirne,Edirne Merkez
50-54,5620,5896,11516,Edirne,Edirne Merkez
55-59,5490,5795,11285,Edirne,Edirne Merkez
60-64,4851,4998,9849,Edirne,Edirne Merkez
65-69,3362,3410,6772,Edirne,Edirne Merkez
70-74,1958,2309,4267,Edirne,Edirne Merkez
75+,2442,3855,6297,Edirne,Edirne Merkez
18-24,1683,1944,3627,Afyonkarahisar,Emirdağ
25-29,1187,1179,2366,Afyonkarahisar,Emirdağ
30-34,1303,1128,2431,Afyonkarahisar,Emirdağ
35-39,1179,1064,2243,Afyonkarahisar,Emirdağ
40-44,1037,1035,2072,Afyonkarahisar,Emirdağ
45-49,1086,1109,2195,Afyonkarahisar,Emirdağ
50-54,1238,1298,2536,Afyonkarahisar,Emirdağ
55-59,1252,1322,2574,Afyonkarahisar,Emirdağ
60-64,1050,1163,2213,Afyonkarahisar,Emirdağ
65-69,890,950,1840,Afyonkarahisar,Emirdağ
70-74,707,780,1487,Afyonkarahisar,Emirdağ
75+,998,1280,2278,Afyonkarahisar,Emirdağ
18-24,10140,10363,20503,Şırnak,Cizre
25-29,7256,6197,13453,Şırnak,Cizre
30-34,5079,4463,9542,Şırnak,Cizre
35-39,4074,4278,8352,Şırnak,Cizre
40-44,2831,3083,5914,Şırnak,Cizre
45-49,2288,2198,4486,Şırnak,Cizre
50-54,1932,1843,3775,Şırnak,Cizre
55-59,1294,1184,2478,Şırnak,Cizre
60-64,1024,995,2019,Şırnak,Cizre
65-69,617,796,1413,Şırnak,Cizre
70-74,416,566,982,Şırnak,Cizre
75+,563,1041,1604,Şırnak,Cizre
18-24,289,232,521,Tunceli,Hozat
25-29,367,186,553,Tunceli,Hozat
30-34,268,159,427,Tunceli,Hozat
35-39,264,178,442,Tunceli,Hozat
40-44,240,145,385,Tunceli,Hozat
45-49,180,143,323,Tunceli,Hozat
50-54,157,172,329,Tunceli,Hozat
55-59,149,153,302,Tunceli,Hozat
60-64,151,159,310,Tunceli,Hozat
65-69,145,155,300,Tunceli,Hozat
70-74,79,117,196,Tunceli,Hozat
75+,168,244,412,Tunceli,Hozat
18-24,2503,2689,5192,Diyarbakır,Kulp
25-29,1549,1377,2926,Diyarbakır,Kulp
30-34,1045,1011,2056,Diyarbakır,Kulp
35-39,1117,1273,2390,Diyarbakır,Kulp
40-44,774,834,1608,Diyarbakır,Kulp
45-49,613,668,1281,Diyarbakır,Kulp
50-54,652,662,1314,Diyarbakır,Kulp
55-59,518,508,1026,Diyarbakır,Kulp
60-64,507,473,980,Diyarbakır,Kulp
65-69,403,500,903,Diyarbakır,Kulp
70-74,327,410,737,Diyarbakır,Kulp
75+,441,625,1066,Diyarbakır,Kulp
18-24,22611,22612,45223,İstanbul,Kartal
25-29,18102,18433,36535,İstanbul,Kartal
30-34,19706,20165,39871,İstanbul,Kartal
35-39,21300,21477,42777,İstanbul,Kartal
40-44,19040,19660,38700,İstanbul,Kartal
45-49,16999,17464,34463,İstanbul,Kartal
50-54,14504,14890,29394,İstanbul,Kartal
55-59,12162,12248,24410,İstanbul,Kartal
60-64,9191,9589,18780,İstanbul,Kartal
65-69,6292,7184,13476,İstanbul,Kartal
70-74,4022,4781,8803,İstanbul,Kartal
75+,4784,7610,12394,İstanbul,Kartal
18-24,434,521,955,Sivas,Koyulhisar
25-29,304,279,583,Sivas,Koyulhisar
30-34,282,248,530,Sivas,Koyulhisar
35-39,295,226,521,Sivas,Koyulhisar
40-44,261,275,536,Sivas,Koyulhisar
45-49,326,288,614,Sivas,Koyulhisar
50-54,381,433,814,Sivas,Koyulhisar
55-59,529,568,1097,Sivas,Koyulhisar
60-64,669,653,1322,Sivas,Koyulhisar
65-69,571,660,1231,Sivas,Koyulhisar
70-74,409,512,921,Sivas,Koyulhisar
75+,673,924,1597,Sivas,Koyulhisar
18-24,1679,1765,3444,Manisa,Kırkağaç
25-29,1203,1173,2376,Manisa,Kırkağaç
30-34,1367,1295,2662,Manisa,Kırkağaç
35-39,1382,1293,2675,Manisa,Kırkağaç
40-44,1332,1382,2714,Manisa,Kırkağaç
45-49,1292,1301,2593,Manisa,Kırkağaç
50-54,1234,1317,2551,Manisa,Kırkağaç
55-59,1282,1300,2582,Manisa,Kırkağaç
60-64,1114,1140,2254,Manisa,Kırkağaç
65-69,836,956,1792,Manisa,Kırkağaç
70-74,648,753,1401,Manisa,Kırkağaç
75+,886,1326,2212,Manisa,Kırkağaç
18-24,1099,921,2020,Giresun,Dereli
25-29,567,432,999,Giresun,Dereli
30-34,545,398,943,Giresun,Dereli
35-39,502,422,924,Giresun,Dereli
40-44,495,468,963,Giresun,Dereli
45-49,620,565,1185,Giresun,Dereli
50-54,764,734,1498,Giresun,Dereli
55-59,850,807,1657,Giresun,Dereli
60-64,815,849,1664,Giresun,Dereli
65-69,705,658,1363,Giresun,Dereli
70-74,411,508,919,Giresun,Dereli
75+,801,1155,1956,Giresun,Dereli
18-24,716,613,1329,Konya,Hadim
25-29,408,329,737,Konya,Hadim
30-34,383,309,692,Konya,Hadim
35-39,341,337,678,Konya,Hadim
40-44,344,306,650,Konya,Hadim
45-49,382,335,717,Konya,Hadim
50-54,338,335,673,Konya,Hadim
55-59,346,375,721,Konya,Hadim
60-64,312,300,612,Konya,Hadim
65-69,233,336,569,Konya,Hadim
70-74,211,341,552,Konya,Hadim
75+,414,675,1089,Konya,Hadim
18-24,6064,6271,12335,İzmir,Gaziemir
25-29,4699,4983,9682,İzmir,Gaziemir
30-34,5269,5668,10937,İzmir,Gaziemir
35-39,6061,6555,12616,İzmir,Gaziemir
40-44,5666,5879,11545,İzmir,Gaziemir
45-49,4987,5025,10012,İzmir,Gaziemir
50-54,4350,4270,8620,İzmir,Gaziemir
55-59,3802,3733,7535,İzmir,Gaziemir
60-64,2875,2861,5736,İzmir,Gaziemir
65-69,1957,2023,3980,İzmir,Gaziemir
70-74,1137,1320,2457,İzmir,Gaziemir
75+,1203,1780,2983,İzmir,Gaziemir
18-24,789,860,1649,Kütahya,Emet
25-29,550,539,1089,Kütahya,Emet
30-34,638,665,1303,Kütahya,Emet
35-39,724,691,1415,Kütahya,Emet
40-44,710,697,1407,Kütahya,Emet
45-49,670,685,1355,Kütahya,Emet
50-54,682,656,1338,Kütahya,Emet
55-59,622,767,1389,Kütahya,Emet
60-64,573,687,1260,Kütahya,Emet
65-69,527,686,1213,Kütahya,Emet
70-74,366,536,902,Kütahya,Emet
75+,617,951,1568,Kütahya,Emet
18-24,822,864,1686,Manisa,Gölmarmara
25-29,539,478,1017,Manisa,Gölmarmara
30-34,521,402,923,Manisa,Gölmarmara
35-39,451,504,955,Manisa,Gölmarmara
40-44,500,499,999,Manisa,Gölmarmara
45-49,520,513,1033,Manisa,Gölmarmara
50-54,524,469,993,Manisa,Gölmarmara
55-59,487,472,959,Manisa,Gölmarmara
60-64,403,418,821,Manisa,Gölmarmara
65-69,315,388,703,Manisa,Gölmarmara
70-74,232,257,489,Manisa,Gölmarmara
75+,287,468,755,Manisa,Gölmarmara
18-24,519,511,1030,Tunceli,Pertek
25-29,504,343,847,Tunceli,Pertek
30-34,444,358,802,Tunceli,Pertek
35-39,477,382,859,Tunceli,Pertek
40-44,425,309,734,Tunceli,Pertek
45-49,390,365,755,Tunceli,Pertek
50-54,326,374,700,Tunceli,Pertek
55-59,357,339,696,Tunceli,Pertek
60-64,298,355,653,Tunceli,Pertek
65-69,212,282,494,Tunceli,Pertek
70-74,174,180,354,Tunceli,Pertek
75+,386,503,889,Tunceli,Pertek
18-24,2087,2142,4229,Malatya,Doğanşehir
25-29,1222,1193,2415,Malatya,Doğanşehir
30-34,1276,1223,2499,Malatya,Doğanşehir
35-39,1371,1348,2719,Malatya,Doğanşehir
40-44,1331,1240,2571,Malatya,Doğanşehir
45-49,1258,1242,2500,Malatya,Doğanşehir
50-54,1229,1103,2332,Malatya,Doğanşehir
55-59,1122,983,2105,Malatya,Doğanşehir
60-64,1018,881,1899,Malatya,Doğanşehir
65-69,731,858,1589,Malatya,Doğanşehir
70-74,610,756,1366,Malatya,Doğanşehir
75+,1022,1363,2385,Malatya,Doğanşehir
18-24,72,88,160,Afyonkarahisar,Kızılören
25-29,59,43,102,Afyonkarahisar,Kızılören
30-34,53,43,96,Afyonkarahisar,Kızılören
35-39,67,41,108,Afyonkarahisar,Kızılören
40-44,52,59,111,Afyonkarahisar,Kızılören
45-49,78,75,153,Afyonkarahisar,Kızılören
50-54,91,102,193,Afyonkarahisar,Kızılören
55-59,106,124,230,Afyonkarahisar,Kızılören
60-64,83,119,202,Afyonkarahisar,Kızılören
65-69,91,101,192,Afyonkarahisar,Kızılören
70-74,65,96,161,Afyonkarahisar,Kızılören
75+,108,185,293,Afyonkarahisar,Kızılören
18-24,192,193,385,Kastamonu,Seydiler
25-29,129,110,239,Kastamonu,Seydiler
30-34,109,105,214,Kastamonu,Seydiler
35-39,135,128,263,Kastamonu,Seydiler
40-44,123,104,227,Kastamonu,Seydiler
45-49,121,144,265,Kastamonu,Seydiler
50-54,130,116,246,Kastamonu,Seydiler
55-59,139,110,249,Kastamonu,Seydiler
60-64,135,156,291,Kastamonu,Seydiler
65-69,132,147,279,Kastamonu,Seydiler
70-74,102,117,219,Kastamonu,Seydiler
75+,129,189,318,Kastamonu,Seydiler
18-24,2718,2717,5435,Amasya,Suluova
25-29,1526,1512,3038,Amasya,Suluova
30-34,1643,1584,3227,Amasya,Suluova
35-39,1674,1725,3399,Amasya,Suluova
40-44,1541,1574,3115,Amasya,Suluova
45-49,1582,1479,3061,Amasya,Suluova
50-54,1563,1561,3124,Amasya,Suluova
55-59,1330,1417,2747,Amasya,Suluova
60-64,1154,1181,2335,Amasya,Suluova
65-69,936,1060,1996,Amasya,Suluova
70-74,655,821,1476,Amasya,Suluova
75+,982,1221,2203,Amasya,Suluova
18-24,24241,25082,49323,Şanlıurfa,Eyyübiye
25-29,14662,14119,28781,Şanlıurfa,Eyyübiye
30-34,11728,11395,23123,Şanlıurfa,Eyyübiye
35-39,10397,10782,21179,Şanlıurfa,Eyyübiye
40-44,7715,7848,15563,Şanlıurfa,Eyyübiye
45-49,6248,6097,12345,Şanlıurfa,Eyyübiye
50-54,5500,5293,10793,Şanlıurfa,Eyyübiye
55-59,3762,4406,8168,Şanlıurfa,Eyyübiye
60-64,2916,3106,6022,Şanlıurfa,Eyyübiye
65-69,2138,2375,4513,Şanlıurfa,Eyyübiye
70-74,1278,1610,2888,Şanlıurfa,Eyyübiye
75+,1606,2668,4274,Şanlıurfa,Eyyübiye
18-24,1615,1680,3295,Afyonkarahisar,Çay
25-29,878,867,1745,Afyonkarahisar,Çay
30-34,945,926,1871,Afyonkarahisar,Çay
35-39,992,1038,2030,Afyonkarahisar,Çay
40-44,949,1074,2023,Afyonkarahisar,Çay
45-49,1051,1087,2138,Afyonkarahisar,Çay
50-54,1073,1094,2167,Afyonkarahisar,Çay
55-59,1091,1116,2207,Afyonkarahisar,Çay
60-64,955,1053,2008,Afyonkarahisar,Çay
65-69,751,823,1574,Afyonkarahisar,Çay
70-74,446,550,996,Afyonkarahisar,Çay
75+,595,941,1536,Afyonkarahisar,Çay
18-24,104,135,239,Burdur,Kemer
25-29,62,69,131,Burdur,Kemer
30-34,90,61,151,Burdur,Kemer
35-39,91,85,176,Burdur,Kemer
40-44,90,77,167,Burdur,Kemer
45-49,91,111,202,Burdur,Kemer
50-54,112,128,240,Burdur,Kemer
55-59,135,134,269,Burdur,Kemer
60-64,121,152,273,Burdur,Kemer
65-69,129,150,279,Burdur,Kemer
70-74,86,125,211,Burdur,Kemer
75+,167,225,392,Burdur,Kemer
18-24,1568,1689,3257,Nevşehir,Ürgüp
25-29,1034,1027,2061,Nevşehir,Ürgüp
30-34,1249,1294,2543,Nevşehir,Ürgüp
35-39,1245,1282,2527,Nevşehir,Ürgüp
40-44,1188,1111,2299,Nevşehir,Ürgüp
45-49,1168,1158,2326,Nevşehir,Ürgüp
50-54,1128,1207,2335,Nevşehir,Ürgüp
55-59,1125,1054,2179,Nevşehir,Ürgüp
60-64,950,925,1875,Nevşehir,Ürgüp
65-69,692,856,1548,Nevşehir,Ürgüp
70-74,630,782,1412,Nevşehir,Ürgüp
75+,899,1389,2288,Nevşehir,Ürgüp
18-24,315,296,611,Ankara,Güdül
25-29,200,147,347,Ankara,Güdül
30-34,194,147,341,Ankara,Güdül
35-39,183,173,356,Ankara,Güdül
40-44,214,198,412,Ankara,Güdül
45-49,241,248,489,Ankara,Güdül
50-54,299,303,602,Ankara,Güdül
55-59,345,420,765,Ankara,Güdül
60-64,391,358,749,Ankara,Güdül
65-69,338,374,712,Ankara,Güdül
70-74,218,287,505,Ankara,Güdül
75+,450,694,1144,Ankara,Güdül
18-24,320,294,614,Rize,Çamlıhemşin
25-29,232,175,407,Rize,Çamlıhemşin
30-34,197,149,346,Rize,Çamlıhemşin
35-39,220,162,382,Rize,Çamlıhemşin
40-44,202,187,389,Rize,Çamlıhemşin
45-49,208,214,422,Rize,Çamlıhemşin
50-54,225,258,483,Rize,Çamlıhemşin
55-59,230,270,500,Rize,Çamlıhemşin
60-64,224,228,452,Rize,Çamlıhemşin
65-69,200,195,395,Rize,Çamlıhemşin
70-74,142,210,352,Rize,Çamlıhemşin
75+,180,398,578,Rize,Çamlıhemşin
18-24,12186,13000,25186,Hatay,İskenderun
25-29,8449,8830,17279,Hatay,İskenderun
30-34,9085,9814,18899,Hatay,İskenderun
35-39,10013,10571,20584,Hatay,İskenderun
40-44,9353,9273,18626,Hatay,İskenderun
45-49,7802,7622,15424,Hatay,İskenderun
50-54,7095,7363,14458,Hatay,İskenderun
55-59,5981,6346,12327,Hatay,İskenderun
60-64,5103,5309,10412,Hatay,İskenderun
65-69,3896,3681,7577,Hatay,İskenderun
70-74,2081,2384,4465,Hatay,İskenderun
75+,2485,3579,6064,Hatay,İskenderun
18-24,124,141,265,Kastamonu,Pınarbaşı
25-29,133,96,229,Kastamonu,Pınarbaşı
30-34,146,80,226,Kastamonu,Pınarbaşı
35-39,127,89,216,Kastamonu,Pınarbaşı
40-44,115,93,208,Kastamonu,Pınarbaşı
45-49,111,105,216,Kastamonu,Pınarbaşı
50-54,186,194,380,Kastamonu,Pınarbaşı
55-59,293,263,556,Kastamonu,Pınarbaşı
60-64,310,314,624,Kastamonu,Pınarbaşı
65-69,317,305,622,Kastamonu,Pınarbaşı
70-74,261,215,476,Kastamonu,Pınarbaşı
75+,341,407,748,Kastamonu,Pınarbaşı
18-24,8320,6478,14798,Kastamonu,Kastamonu Merkez
25-29,5732,4851,10583,Kastamonu,Kastamonu Merkez
30-34,5192,5460,10652,Kastamonu,Kastamonu Merkez
35-39,5626,5952,11578,Kastamonu,Kastamonu Merkez
40-44,4857,5035,9892,Kastamonu,Kastamonu Merkez
45-49,4248,4432,8680,Kastamonu,Kastamonu Merkez
50-54,3955,4048,8003,Kastamonu,Kastamonu Merkez
55-59,3642,3865,7507,Kastamonu,Kastamonu Merkez
