age,male,female,all,city,district
60-64,3326,3519,6845,Kastamonu,Kastamonu Merkez
65-69,2413,2776,5189,Kastamonu,Kastamonu Merkez
70-74,1596,2083,3679,Kastamonu,Kastamonu Merkez
75+,2003,3438,5441,Kastamonu,Kastamonu Merkez
18-24,510,559,1069,Yozgat,Aydıncık
25-29,323,283,606,Yozgat,Aydıncık
30-34,281,252,533,Yozgat,Aydıncık
35-39,291,263,554,Yozgat,Aydıncık
40-44,264,253,517,Yozgat,Aydıncık
45-49,279,258,537,Yozgat,Aydıncık
50-54,271,311,582,Yozgat,Aydıncık
55-59,257,272,529,Yozgat,Aydıncık
60-64,288,288,576,Yozgat,Aydıncık
65-69,290,322,612,Yozgat,Aydıncık
70-74,190,258,448,Yozgat,Aydıncık
75+,309,423,732,Yozgat,Aydıncık
18-24,600,549,1149,Mersin,Aydıncık
25-29,307,305,612,Mersin,Aydıncık
30-34,367,310,677,Mersin,Aydıncık
35-39,433,403,836,Mersin,Aydıncık
40-44,450,477,927,Mersin,Aydıncık
45-49,394,431,825,Mersin,Aydıncık
50-54,445,381,826,Mersin,Aydıncık
55-59,325,304,629,Mersin,Aydıncık
60-64,265,298,563,Mersin,Aydıncık
65-69,211,237,448,Mersin,Aydıncık
70-74,143,176,319,Mersin,Aydıncık
75+,283,358,641,Mersin,Aydıncık
18-24,1095,1044,2139,Samsun,Salıpazarı
25-29,521,486,1007,Samsun,Salıpazarı
30-34,475,459,934,Samsun,Salıpazarı
35-39,599,550,1149,Samsun,Salıpazarı
40-44,588,590,1178,Samsun,Salıpazarı
45-49,603,535,1138,Samsun,Salıpazarı
50-54,692,612,1304,Samsun,Salıpazarı
55-59,694,570,1264,Samsun,Salıpazarı
60-64,615,590,1205,Samsun,Salıpazarı
65-69,505,531,1036,Samsun,Salıpazarı
70-74,378,453,831,Samsun,Salıpazarı
75+,519,738,1257,Samsun,Salıpazarı
18-24,334,315,649,Sivas,Hafik
25-29,194,157,351,Sivas,Hafik
30-34,225,180,405,Sivas,Hafik
35-39,254,195,449,Sivas,Hafik
40-44,237,193,430,Sivas,Hafik
45-49,190,225,415,Sivas,Hafik
50-54,244,325,569,Sivas,Hafik
55-59,356,396,752,Sivas,Hafik
60-64,514,561,1075,Sivas,Hafik
65-69,591,552,1143,Sivas,Hafik
70-74,391,372,763,Sivas,Hafik
75+,597,638,1235,Sivas,Hafik
18-24,463,477,940,Tokat,Sulusaray
25-29,254,222,476,Tokat,Sulusaray
30-34,267,236,503,Tokat,Sulusaray
35-39,216,230,446,Tokat,Sulusaray
40-44,213,241,454,Tokat,Sulusaray
45-49,211,210,421,Tokat,Sulusaray
50-54,226,208,434,Tokat,Sulusaray
55-59,181,180,361,Tokat,Sulusaray
60-64,160,189,349,Tokat,Sulusaray
65-69,181,180,361,Tokat,Sulusaray
70-74,100,119,219,Tokat,Sulusaray
75+,153,193,346,Tokat,Sulusaray
18-24,11403,11675,23078,Düzce,Düzce Merkez
25-29,8201,8370,16571,Düzce,Düzce Merkez
30-34,8628,8886,17514,Düzce,Düzce Merkez
35-39,9513,9540,19053,Düzce,Düzce Merkez
40-44,8666,8283,16949,Düzce,Düzce Merkez
45-49,7386,7392,14778,Düzce,Düzce Merkez
50-54,6399,6271,12670,Düzce,Düzce Merkez
55-59,5854,5981,11835,Düzce,Düzce Merkez
60-64,4813,4883,9696,Düzce,Düzce Merkez
65-69,3356,3670,7026,Düzce,Düzce Merkez
70-74,2126,2538,4664,Düzce,Düzce Merkez
75+,2866,4224,7090,Düzce,Düzce Merkez
18-24,583,583,1166,Ankara,Kalecik
25-29,359,306,665,Ankara,Kalecik
30-34,334,291,625,Ankara,Kalecik
35-39,343,333,676,Ankara,Kalecik
40-44,336,325,661,Ankara,Kalecik
45-49,395,404,799,Ankara,Kalecik
50-54,479,464,943,Ankara,Kalecik
55-59,448,472,920,Ankara,Kalecik
60-64,450,464,914,Ankara,Kalecik
65-69,397,521,918,Ankara,Kalecik
70-74,298,363,661,Ankara,Kalecik
75+,523,611,1134,Ankara,Kalecik
18-24,1982,2020,4002,Çanakkale,Çan
25-29,1433,1349,2782,Çanakkale,Çan
30-34,1677,1590,3267,Çanakkale,Çan
35-39,2037,1944,3981,Çanakkale,Çan
40-44,1975,1727,3702,Çanakkale,Çan
45-49,1666,1710,3376,Çanakkale,Çan
50-54,1904,1757,3661,Çanakkale,Çan
55-59,1764,1746,3510,Çanakkale,Çan
60-64,1498,1501,2999,Çanakkale,Çan
65-69,1128,1248,2376,Çanakkale,Çan
70-74,728,967,1695,Çanakkale,Çan
75+,1229,1846,3075,Çanakkale,Çan
18-24,19929,20464,40393,Konya,Meram
25-29,11675,11950,23625,Konya,Meram
30-34,12407,12653,25060,Konya,Meram
35-39,12534,12807,25341,Konya,Meram
40-44,11055,11422,22477,Konya,Meram
45-49,10035,10380,20415,Konya,Meram
50-54,8813,9043,17856,Konya,Meram
55-59,7826,8098,15924,Konya,Meram
60-64,6167,6625,12792,Konya,Meram
65-69,4762,5464,10226,Konya,Meram
70-74,3354,4012,7366,Konya,Meram
75+,4544,5829,10373,Konya,Meram
18-24,272,259,531,Kütahya,Şaphane
25-29,154,107,261,Kütahya,Şaphane
30-34,140,128,268,Kütahya,Şaphane
35-39,165,155,320,Kütahya,Şaphane
40-44,151,187,338,Kütahya,Şaphane
45-49,208,214,422,Kütahya,Şaphane
50-54,243,257,500,Kütahya,Şaphane
55-59,246,282,528,Kütahya,Şaphane
60-64,223,289,512,Kütahya,Şaphane
65-69,213,253,466,Kütahya,Şaphane
70-74,161,191,352,Kütahya,Şaphane
75+,290,345,635,Kütahya,Şaphane
18-24,155,185,340,Sivas,Akıncılar
25-29,109,115,224,Sivas,Akıncılar
30-34,113,92,205,Sivas,Akıncılar
35-39,134,119,253,Sivas,Akıncılar
40-44,136,118,254,Sivas,Akıncılar
45-49,138,106,244,Sivas,Akıncılar
50-54,171,148,319,Sivas,Akıncılar
55-59,258,231,489,Sivas,Akıncılar
60-64,259,237,496,Sivas,Akıncılar
65-69,244,271,515,Sivas,Akıncılar
70-74,180,240,420,Sivas,Akıncılar
75+,226,322,548,Sivas,Akıncılar
18-24,1620,1732,3352,Yalova,Çiftlikköy
25-29,1221,1141,2362,Yalova,Çiftlikköy
30-34,1281,1317,2598,Yalova,Çiftlikköy
35-39,1415,1401,2816,Yalova,Çiftlikköy
40-44,1326,1369,2695,Yalova,Çiftlikköy
45-49,1291,1246,2537,Yalova,Çiftlikköy
50-54,1083,1152,2235,Yalova,Çiftlikköy
55-59,1111,1109,2220,Yalova,Çiftlikköy
60-64,952,995,1947,Yalova,Çiftlikköy
65-69,741,770,1511,Yalova,Çiftlikköy
70-74,473,570,1043,Yalova,Çiftlikköy
75+,675,894,1569,Yalova,Çiftlikköy
18-24,1197,1326,2523,Nevşehir,Derinkuyu
25-29,648,545,1193,Nevşehir,Derinkuyu
30-34,703,677,1380,Nevşehir,Derinkuyu
35-39,810,769,1579,Nevşehir,Derinkuyu
40-44,775,717,1492,Nevşehir,Derinkuyu
45-49,711,721,1432,Nevşehir,Derinkuyu
50-54,577,569,1146,Nevşehir,Derinkuyu
55-59,515,529,1044,Nevşehir,Derinkuyu
60-64,395,469,864,Nevşehir,Derinkuyu
65-69,332,390,722,Nevşehir,Derinkuyu
70-74,196,298,494,Nevşehir,Derinkuyu
75+,274,481,755,Nevşehir,Derinkuyu
18-24,11868,12618,24486,İstanbul,Çekmeköy
25-29,9684,10679,20363,İstanbul,Çekmeköy
30-34,11377,11852,23229,İstanbul,Çekmeköy
35-39,12603,12374,24977,İstanbul,Çekmeköy
40-44,10578,10119,20697,İstanbul,Çekmeköy
45-49,8666,7947,16613,İstanbul,Çekmeköy
50-54,6770,6174,12944,İstanbul,Çekmeköy
55-59,4915,4645,9560,İstanbul,Çekmeköy
60-64,3356,3462,6818,İstanbul,Çekmeköy
65-69,2094,2269,4363,İstanbul,Çekmeköy
70-74,1211,1464,2675,İstanbul,Çekmeköy
75+,1264,2078,3342,İstanbul,Çekmeköy
18-24,542,533,1075,Tokat,Yeşilyurt
25-29,272,296,568,Tokat,Yeşilyurt
30-34,274,277,551,Tokat,Yeşilyurt
35-39,306,282,588,Tokat,Yeşilyurt
40-44,268,275,543,Tokat,Yeşilyurt
45-49,260,266,526,Tokat,Yeşilyurt
50-54,228,240,468,Tokat,Yeşilyurt
55-59,225,233,458,Tokat,Yeşilyurt
60-64,212,278,490,Tokat,Yeşilyurt
65-69,200,191,391,Tokat,Yeşilyurt
70-74,143,167,310,Tokat,Yeşilyurt
75+,192,199,391,Tokat,Yeşilyurt
18-24,208,194,402,Malatya,Doğanyol
25-29,123,136,259,Malatya,Doğanyol
30-34,153,132,285,Malatya,Doğanyol
35-39,144,137,281,Malatya,Doğanyol
40-44,119,109,228,Malatya,Doğanyol
45-49,105,105,210,Malatya,Doğanyol
50-54,122,102,224,Malatya,Doğanyol
55-59,111,141,252,Malatya,Doğanyol
60-64,113,112,225,Malatya,Doğanyol
65-69,101,100,201,Malatya,Doğanyol
70-74,74,100,174,Malatya,Doğanyol
75+,132,211,343,Malatya,Doğanyol
18-24,18626,19187,37813,Bursa,Nilüfer
25-29,14429,16295,30724,Bursa,Nilüfer
30-34,17435,19255,36690,Bursa,Nilüfer
35-39,19587,20967,40554,Bursa,Nilüfer
40-44,17764,18232,35996,Bursa,Nilüfer
45-49,15231,15384,30615,Bursa,Nilüfer
50-54,12982,12863,25845,Bursa,Nilüfer
55-59,10895,10801,21696,Bursa,Nilüfer
60-64,8570,8660,17230,Bursa,Nilüfer
65-69,6056,6192,12248,Bursa,Nilüfer
70-74,3425,3892,7317,Bursa,Nilüfer
75+,3617,5392,9009,Bursa,Nilüfer
18-24,394,420,814,Karaman,Ayrancı
25-29,218,162,380,Karaman,Ayrancı
30-34,232,194,426,Karaman,Ayrancı
35-39,267,206,473,Karaman,Ayrancı
40-44,235,215,450,Karaman,Ayrancı
45-49,255,294,549,Karaman,Ayrancı
50-54,267,273,540,Karaman,Ayrancı
55-59,306,289,595,Karaman,Ayrancı
60-64,257,293,550,Karaman,Ayrancı
65-69,248,282,530,Karaman,Ayrancı
70-74,157,226,383,Karaman,Ayrancı
75+,332,462,794,Karaman,Ayrancı
18-24,4019,4541,8560,Hatay,Arsuz
25-29,2505,2952,5457,Hatay,Arsuz
30-34,3106,3180,6286,Hatay,Arsuz
35-39,3550,3527,7077,Hatay,Arsuz
40-44,3193,3284,6477,Hatay,Arsuz
45-49,2911,3032,5943,Hatay,Arsuz
50-54,2757,2781,5538,Hatay,Arsuz
55-59,2279,2269,4548,Hatay,Arsuz
60-64,2003,2044,4047,Hatay,Arsuz
65-69,1354,1390,2744,Hatay,Arsuz
70-74,823,918,1741,Hatay,Arsuz
75+,1123,1286,2409,Hatay,Arsuz
18-24,3228,3415,6643,Amasya,Merzifon
25-29,2252,2394,4646,Amasya,Merzifon
30-34,2669,2720,5389,Amasya,Merzifon
35-39,2967,2904,5871,Amasya,Merzifon
40-44,2485,2506,4991,Amasya,Merzifon
45-49,2232,2343,4575,Amasya,Merzifon
50-54,2128,2294,4422,Amasya,Merzifon
55-59,2244,2389,4633,Amasya,Merzifon
60-64,1904,1934,3838,Amasya,Merzifon
65-69,1549,1733,3282,Amasya,Merzifon
70-74,1151,1375,2526,Amasya,Merzifon
75+,1641,2360,4001,Amasya,Merzifon
18-24,6961,6669,13630,Giresun,Giresun Merkez
25-29,4286,4610,8896,Giresun,Giresun Merkez
30-34,4680,4745,9425,Giresun,Giresun Merkez
35-39,4907,5161,10068,Giresun,Giresun Merkez
40-44,4733,4661,9394,Giresun,Giresun Merkez
45-49,4227,4359,8586,Giresun,Giresun Merkez
50-54,4300,4368,8668,Giresun,Giresun Merkez
55-59,4357,4358,8715,Giresun,Giresun Merkez
60-64,3675,3748,7423,Giresun,Giresun Merkez
65-69,2341,2342,4683,Giresun,Giresun Merkez
70-74,1431,1833,3264,Giresun,Giresun Merkez
75+,2339,3709,6048,Giresun,Giresun Merkez
18-24,678,694,1372,Hatay,Kumlu
25-29,389,399,788,Hatay,Kumlu
30-34,434,392,826,Hatay,Kumlu
35-39,431,446,877,Hatay,Kumlu
40-44,354,381,735,Hatay,Kumlu
45-49,326,368,694,Hatay,Kumlu
50-54,336,326,662,Hatay,Kumlu
55-59,302,299,601,Hatay,Kumlu
60-64,246,278,524,Hatay,Kumlu
65-69,171,205,376,Hatay,Kumlu
70-74,121,123,244,Hatay,Kumlu
75+,156,235,391,Hatay,Kumlu
18-24,597,635,1232,Balıkesir,Gömeç
25-29,382,348,730,Balıkesir,Gömeç
30-34,415,441,856,Balıkesir,Gömeç
35-39,515,491,1006,Balıkesir,Gömeç
40-44,483,435,918,Balıkesir,Gömeç
45-49,433,406,839,Balıkesir,Gömeç
50-54,445,459,904,Balıkesir,Gömeç
55-59,415,543,958,Balıkesir,Gömeç
60-64,548,604,1152,Balıkesir,Gömeç
65-69,484,499,983,Balıkesir,Gömeç
70-74,383,354,737,Balıkesir,Gömeç
75+,439,553,992,Balıkesir,Gömeç
18-24,520,570,1090,Batman,Hasankeyf
25-29,333,237,570,Batman,Hasankeyf
30-34,211,187,398,Batman,Hasankeyf
35-39,183,192,375,Batman,Hasankeyf
40-44,171,165,336,Batman,Hasankeyf
45-49,134,161,295,Batman,Hasankeyf
50-54,144,126,270,Batman,Hasankeyf
55-59,94,109,203,Batman,Hasankeyf
60-64,100,84,184,Batman,Hasankeyf
65-69,83,106,189,Batman,Hasankeyf
70-74,54,66,120,Batman,Hasankeyf
75+,85,132,217,Batman,Hasankeyf
18-24,5213,5537,10750,Tokat,Erbaa
25-29,2986,3039,6025,Tokat,Erbaa
30-34,3212,3191,6403,Tokat,Erbaa
35-39,3082,3202,6284,Tokat,Erbaa
40-44,2998,2958,5956,Tokat,Erbaa
45-49,2791,2803,5594,Tokat,Erbaa
50-54,2783,2807,5590,Tokat,Erbaa
55-59,2682,2781,5463,Tokat,Erbaa
60-64,2429,2641,5070,Tokat,Erbaa
65-69,1774,2143,3917,Tokat,Erbaa
70-74,1322,1839,3161,Tokat,Erbaa
75+,1894,2406,4300,Tokat,Erbaa
18-24,3020,2880,5900,Balıkesir,Ayvalık
25-29,2150,2061,4211,Balıkesir,Ayvalık
30-34,2183,2086,4269,Balıkesir,Ayvalık
35-39,2423,2403,4826,Balıkesir,Ayvalık
40-44,2249,2491,4740,Balıkesir,Ayvalık
45-49,2428,2575,5003,Balıkesir,Ayvalık
50-54,2584,2729,5313,Balıkesir,Ayvalık
55-59,2608,2959,5567,Balıkesir,Ayvalık
60-64,2600,2876,5476,Balıkesir,Ayvalık
65-69,2312,2480,4792,Balıkesir,Ayvalık
70-74,1846,1942,3788,Balıkesir,Ayvalık
75+,2244,2719,4963,Balıkesir,Ayvalık
18-24,8809,9624,18433,Adana,Sarıçam
25-29,5807,6131,11938,Adana,Sarıçam
30-34,6268,6184,12452,Adana,Sarıçam
35-39,6575,6347,12922,Adana,Sarıçam
40-44,6037,5699,11736,Adana,Sarıçam
45-49,5417,5257,10674,Adana,Sarıçam
50-54,4919,4499,9418,Adana,Sarıçam
55-59,3623,3419,7042,Adana,Sarıçam
60-64,2575,2346,4921,Adana,Sarıçam
65-69,1530,1644,3174,Adana,Sarıçam
70-74,802,960,1762,Adana,Sarıçam
75+,924,1412,2336,Adana,Sarıçam
18-24,1497,1349,2846,Ağrı,Taşlıçay
25-29,775,715,1490,Ağrı,Taşlıçay
30-34,608,561,1169,Ağrı,Taşlıçay
35-39,673,633,1306,Ağrı,Taşlıçay
40-44,474,407,881,Ağrı,Taşlıçay
45-49,436,399,835,Ağrı,Taşlıçay
50-54,353,296,649,Ağrı,Taşlıçay
55-59,295,282,577,Ağrı,Taşlıçay
60-64,266,224,490,Ağrı,Taşlıçay
65-69,162,208,370,Ağrı,Taşlıçay
70-74,127,191,318,Ağrı,Taşlıçay
75+,161,239,400,Ağrı,Taşlıçay
18-24,1287,1274,2561,Samsun,Ayvacık
25-29,845,669,1514,Samsun,Ayvacık
30-34,671,561,1232,Samsun,Ayvacık
35-39,619,613,1232,Samsun,Ayvacık
40-44,656,595,1251,Samsun,Ayvacık
45-49,578,560,1138,Samsun,Ayvacık
50-54,662,614,1276,Samsun,Ayvacık
55-59,528,534,1062,Samsun,Ayvacık
60-64,523,507,1030,Samsun,Ayvacık
65-69,351,374,725,Samsun,Ayvacık
70-74,287,312,599,Samsun,Ayvacık
75+,350,506,856,Samsun,Ayvacık
18-24,1137,1082,2219,Samsun,Asarcık
25-29,744,604,1348,Samsun,Asarcık
30-34,578,564,1142,Samsun,Asarcık
35-39,581,579,1160,Samsun,Asarcık
40-44,543,541,1084,Samsun,Asarcık
45-49,428,485,913,Samsun,Asarcık
50-54,446,474,920,Samsun,Asarcık
55-59,318,339,657,Samsun,Asarcık
60-64,334,336,670,Samsun,Asarcık
65-69,262,322,584,Samsun,Asarcık
70-74,202,242,444,Samsun,Asarcık
75+,291,399,690,Samsun,Asarcık
18-24,456,421,877,Denizli,Güney
25-29,280,214,494,Denizli,Güney
30-34,270,232,502,Denizli,Güney
35-39,275,299,574,Denizli,Güney
40-44,330,311,641,Denizli,Güney
45-49,342,351,693,Denizli,Güney
50-54,402,414,816,Denizli,Güney
55-59,393,412,805,Denizli,Güney
60-64,305,360,665,Denizli,Güney
65-69,276,291,567,Denizli,Güney
70-74,188,297,485,Denizli,Güney
75+,389,563,952,Denizli,Güney
18-24,611,580,1191,Sivas,Divriği
25-29,520,436,956,Sivas,Divriği
30-34,506,413,919,Sivas,Divriği
35-39,503,417,920,Sivas,Divriği
40-44,485,392,877,Sivas,Divriği
45-49,416,451,867,Sivas,Divriği
50-54,551,521,1072,Sivas,Divriği
55-59,637,571,1208,Sivas,Divriği
60-64,704,651,1355,Sivas,Divriği
65-69,600,685,1285,Sivas,Divriği
70-74,519,585,1104,Sivas,Divriği
75+,899,1081,1980,Sivas,Divriği
18-24,1453,1448,2901,Nevşehir,Avanos
25-29,989,1013,2002,Nevşehir,Avanos
30-34,1143,1054,2197,Nevşehir,Avanos
35-39,1104,1122,2226,Nevşehir,Avanos
40-44,1066,961,2027,Nevşehir,Avanos
45-49,1054,1035,2089,Nevşehir,Avanos
50-54,1012,1136,2148,Nevşehir,Avanos
55-59,1100,1162,2262,Nevşehir,Avanos
60-64,971,1018,1989,Nevşehir,Avanos
65-69,769,882,1651,Nevşehir,Avanos
70-74,583,770,1353,Nevşehir,Avanos
75+,803,1187,1990,Nevşehir,Avanos
18-24,21548,22191,43739,İzmir,Bornova
25-29,16961,16589,33550,İzmir,Bornova
30-34,17100,16895,33995,İzmir,Bornova
35-39,18953,18663,37616,İzmir,Bornova
40-44,17205,17350,34555,İzmir,Bornova
45-49,15416,15878,31294,İzmir,Bornova
50-54,14276,14017,28293,İzmir,Bornova
55-59,12183,11941,24124,İzmir,Bornova
60-64,9627,9972,19599,İzmir,Bornova
65-69,7030,7715,14745,İzmir,Bornova
70-74,4456,5187,9643,İzmir,Bornova
75+,5206,7767,12973,İzmir,Bornova
18-24,32037,34293,66330,Ankara,Mamak
25-29,25107,25890,50997,Ankara,Mamak
30-34,26372,26137,52509,Ankara,Mamak
35-39,27102,26806,53908,Ankara,Mamak
40-44,24247,24323,48570,Ankara,Mamak
45-49,22068,21958,44026,Ankara,Mamak
50-54,19926,19501,39427,Ankara,Mamak
55-59,16125,15863,31988,Ankara,Mamak
60-64,11541,11773,23314,Ankara,Mamak
65-69,7449,8767,16216,Ankara,Mamak
70-74,4634,6107,10741,Ankara,Mamak
75+,5811,9163,14974,Ankara,Mamak
18-24,844,787,1631,Kilis,Musabeyli
25-29,417,326,743,Kilis,Musabeyli
30-34,347,279,626,Kilis,Musabeyli
35-39,349,382,731,Kilis,Musabeyli
40-44,310,313,623,Kilis,Musabeyli
45-49,327,311,638,Kilis,Musabeyli
50-54,314,343,657,Kilis,Musabeyli
55-59,255,277,532,Kilis,Musabeyli
60-64,260,242,502,Kilis,Musabeyli
65-69,202,251,453,Kilis,Musabeyli
70-74,172,206,378,Kilis,Musabeyli
75+,251,349,600,Kilis,Musabeyli
18-24,5527,5734,11261,Samsun,Canik
25-29,3571,3747,7318,Samsun,Canik
30-34,3811,3789,7600,Samsun,Canik
35-39,4136,3981,8117,Samsun,Canik
40-44,3762,3608,7370,Samsun,Canik
45-49,3065,3100,6165,Samsun,Canik
50-54,2970,2921,5891,Samsun,Canik
55-59,2424,2327,4751,Samsun,Canik
60-64,1840,1979,3819,Samsun,Canik
65-69,1288,1406,2694,Samsun,Canik
70-74,850,1014,1864,Samsun,Canik
75+,1022,1578,2600,Samsun,Canik
18-24,414,411,825,Erzurum,Uzundere
25-29,284,246,530,Erzurum,Uzundere
30-34,289,228,517,Erzurum,Uzundere
35-39,284,214,498,Erzurum,Uzundere
40-44,235,214,449,Erzurum,Uzundere
45-49,253,233,486,Erzurum,Uzundere
50-54,262,271,533,Erzurum,Uzundere
55-59,257,272,529,Erzurum,Uzundere
60-64,274,366,640,Erzurum,Uzundere
65-69,203,254,457,Erzurum,Uzundere
70-74,198,220,418,Erzurum,Uzundere
75+,375,388,763,Erzurum,Uzundere
18-24,843,841,1684,Düzce,Gümüşova
25-29,554,521,1075,Düzce,Gümüşova
30-34,521,508,1029,Düzce,Gümüşova
35-39,600,538,1138,Düzce,Gümüşova
40-44,577,552,1129,Düzce,Gümüşova
45-49,507,557,1064,Düzce,Gümüşova
50-54,517,498,1015,Düzce,Gümüşova
55-59,496,450,946,Düzce,Gümüşova
60-64,385,415,800,Düzce,Gümüşova
65-69,311,329,640,Düzce,Gümüşova
70-74,197,220,417,Düzce,Gümüşova
75+,254,374,628,Düzce,Gümüşova
18-24,2156,2229,4385,Muğla,Ortaca
25-29,1456,1469,2925,Muğla,Ortaca
30-34,1565,1814,3379,Muğla,Ortaca
35-39,1965,1919,3884,Muğla,Ortaca
40-44,1989,2043,4032,Muğla,Ortaca
45-49,2009,1889,3898,Muğla,Ortaca
50-54,1824,1731,3555,Muğla,Ortaca
55-59,1604,1505,3109,Muğla,Ortaca
60-64,1330,1276,2606,Muğla,Ortaca
65-69,938,948,1886,Muğla,Ortaca
70-74,589,602,1191,Muğla,Ortaca
75+,792,1024,1816,Muğla,Ortaca
18-24,4885,5424,10309,Ankara,Çubuk
25-29,3167,3040,6207,Ankara,Çubuk
30-34,3049,3206,6255,Ankara,Çubuk
35-39,3408,3417,6825,Ankara,Çubuk
40-44,3282,3264,6546,Ankara,Çubuk
45-49,3057,2921,5978,Ankara,Çubuk
50-54,2703,2542,5245,Ankara,Çubuk
55-59,2349,2220,4569,Ankara,Çubuk
60-64,1864,1774,3638,Ankara,Çubuk
65-69,1347,1433,2780,Ankara,Çubuk
70-74,910,1044,1954,Ankara,Çubuk
75+,1233,1628,2861,Ankara,Çubuk
18-24,425,287,712,Tunceli,Mazgirt
25-29,341,194,535,Tunceli,Mazgirt
30-34,291,180,471,Tunceli,Mazgirt
35-39,297,207,504,Tunceli,Mazgirt
40-44,243,210,453,Tunceli,Mazgirt
45-49,281,236,517,Tunceli,Mazgirt
50-54,260,265,525,Tunceli,Mazgirt
55-59,271,293,564,Tunceli,Mazgirt
60-64,285,287,572,Tunceli,Mazgirt
65-69,210,262,472,Tunceli,Mazgirt
70-74,182,258,440,Tunceli,Mazgirt
75+,441,512,953,Tunceli,Mazgirt
18-24,506,536,1042,Bayburt,Demirözü
25-29,248,251,499,Bayburt,Demirözü
30-34,251,202,453,Bayburt,Demirözü
35-39,220,218,438,Bayburt,Demirözü
40-44,241,223,464,Bayburt,Demirözü
45-49,234,237,471,Bayburt,Demirözü
50-54,262,249,511,Bayburt,Demirözü
55-59,224,219,443,Bayburt,Demirözü
60-64,235,221,456,Bayburt,Demirözü
65-69,197,214,411,Bayburt,Demirözü
70-74,133,156,289,Bayburt,Demirözü
75+,240,322,562,Bayburt,Demirözü
18-24,701,708,1409,Kırşehir,Çiçekdağı
25-29,396,348,744,Kırşehir,Çiçekdağı
30-34,400,358,758,Kırşehir,Çiçekdağı
35-39,418,381,799,Kırşehir,Çiçekdağı
40-44,417,428,845,Kırşehir,Çiçekdağı
45-49,460,435,895,Kırşehir,Çiçekdağı
50-54,489,524,1013,Kırşehir,Çiçekdağı
55-59,472,551,1023,Kırşehir,Çiçekdağı
60-64,504,529,1033,Kırşehir,Çiçekdağı
65-69,412,472,884,Kırşehir,Çiçekdağı
70-74,284,412,696,Kırşehir,Çiçekdağı
75+,435,612,1047,Kırşehir,Çiçekdağı
18-24,6067,6261,12328,Antalya,Serik
25-29,4332,3976,8308,Antalya,Serik
30-34,4668,4246,8914,Antalya,Serik
35-39,5110,4693,9803,Antalya,Serik
40-44,4904,4378,9282,Antalya,Serik
45-49,4677,4076,8753,Antalya,Serik
50-54,4092,3572,7664,Antalya,Serik
55-59,3340,3230,6570,Antalya,Serik
60-64,2693,2762,5455,Antalya,Serik
65-69,1878,1994,3872,Antalya,Serik
70-74,1267,1461,2728,Antalya,Serik
75+,1733,2294,4027,Antalya,Serik
18-24,2053,2126,4179,Sivas,Şarkışla
25-29,1099,1229,2328,Sivas,Şarkışla
30-34,1373,1242,2615,Sivas,Şarkışla
35-39,1416,1251,2667,Sivas,Şarkışla
40-44,1134,1186,2320,Sivas,Şarkışla
45-49,1099,1080,2179,Sivas,Şarkışla
50-54,1114,1133,2247,Sivas,Şarkışla
55-59,999,1140,2139,Sivas,Şarkışla
60-64,994,1063,2057,Sivas,Şarkışla
65-69,935,946,1881,Sivas,Şarkışla
70-74,650,813,1463,Sivas,Şarkışla
75+,870,1177,2047,Sivas,Şarkışla
18-24,779,806,1585,Rize,Fındıklı
25-29,470,475,945,Rize,Fındıklı
30-34,473,469,942,Rize,Fındıklı
35-39,521,481,1002,Rize,Fındıklı
40-44,552,509,1061,Rize,Fındıklı
45-49,555,585,1140,Rize,Fındıklı
50-54,566,538,1104,Rize,Fındıklı
55-59,577,548,1125,Rize,Fındıklı
60-64,523,523,1046,Rize,Fındıklı
65-69,401,390,791,Rize,Fındıklı
70-74,260,347,607,Rize,Fındıklı
75+,517,832,1349,Rize,Fındıklı
18-24,8429,8612,17041,Manisa,Şehzadeler
25-29,6455,6125,12580,Manisa,Şehzadeler
30-34,6600,6494,13094,Manisa,Şehzadeler
35-39,7027,6714,13741,Manisa,Şehzadeler
40-44,5885,5807,11692,Manisa,Şehzadeler
45-49,5190,5423,10613,Manisa,Şehzadeler
50-54,5002,5052,10054,Manisa,Şehzadeler
55-59,4524,4485,9009,Manisa,Şehzadeler
60-64,3476,3784,7260,Manisa,Şehzadeler
65-69,2574,2944,5518,Manisa,Şehzadeler
70-74,1741,2306,4047,Manisa,Şehzadeler
75+,2130,3460,5590,Manisa,Şehzadeler
18-24,3210,3417,6627,Mersin,Mut
25-29,1920,1854,3774,Mersin,Mut
30-34,2056,1977,4033,Mersin,Mut
35-39,2268,2137,4405,Mersin,Mut
40-44,2256,2136,4392,Mersin,Mut
45-49,2393,2261,4654,Mersin,Mut
50-54,2043,2165,4208,Mersin,Mut
55-59,1794,1801,3595,Mersin,Mut
60-64,1435,1479,2914,Mersin,Mut
65-69,1073,1324,2397,Mersin,Mut
70-74,917,1088,2005,Mersin,Mut
75+,1488,1911,3399,Mersin,Mut
18-24,1011,958,1969,Sivas,Zara
25-29,652,551,1203,Sivas,Zara
30-34,645,609,1254,Sivas,Zara
35-39,661,607,1268,Sivas,Zara
40-44,626,563,1189,Sivas,Zara
45-49,586,539,1125,Sivas,Zara
50-54,641,665,1306,Sivas,Zara
55-59,775,832,1607,Sivas,Zara
60-64,907,909,1816,Sivas,Zara
65-69,875,855,1730,Sivas,Zara
70-74,680,743,1423,Sivas,Zara
75+,950,1096,2046,Sivas,Zara
