age,male,female,all,city,district,Sandık sayısı,Kayıtlı seçmen sayısı,Oy kullanan seçmen sayısı,Geçerli oy sayısı,AK PARTİ,MHP,HÜDA PAR,VATAN PARTİSİ,HDP,CHP,SAADET PARTİSİ,İYİ PARTİ,CUMHUR İTTİFAKI,MİLLET İTTİFAKI,BĞMZ
40-44,345,291,636,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
45-49,358,373,731,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
50-54,389,417,806,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
55-59,352,386,738,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
60-64,357,445,802,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
65-69,248,340,588,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
70-74,217,225,442,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
75+,351,439,790,Ordu,Kabataş,29.0,8254.0,7168.0,6853.0,3626.0,1475.0,33.0,49.0,50.0,716.0,71.0,656.0,169.0,8.0,0.0
18-24,1220,1289,2509,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
25-29,972,941,1913,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
30-34,952,843,1795,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
35-39,1002,857,1859,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
40-44,888,772,1660,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
45-49,798,837,1635,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
50-54,831,767,1598,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
55-59,740,698,1438,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
60-64,674,678,1352,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
65-69,492,472,964,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
70-74,321,333,654,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
75+,435,639,1074,Sakarya,Ferizli,65.0,18451.0,17041.0,16681.0,9803.0,2590.0,30.0,35.0,150.0,1982.0,257.0,1555.0,241.0,38.0,0.0
18-24,257,199,456,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
25-29,131,80,211,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
30-34,115,82,197,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
35-39,111,91,202,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
40-44,124,96,220,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
45-49,148,136,284,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
50-54,138,145,283,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
55-59,149,159,308,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
60-64,134,162,296,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
65-69,137,194,331,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
70-74,135,167,302,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
75+,269,305,574,Isparta,Aksu,22.0,3664.0,3216.0,3028.0,1520.0,214.0,29.0,49.0,32.0,707.0,35.0,415.0,20.0,7.0,0.0
18-24,2931,2795,5726,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
25-29,1546,1267,2813,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
30-34,1052,1052,2104,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
35-39,971,1081,2052,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
40-44,841,888,1729,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
45-49,799,808,1607,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
50-54,624,619,1243,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
55-59,583,572,1155,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
60-64,412,518,930,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
65-69,375,507,882,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
70-74,359,418,777,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
75+,578,798,1376,Diyarbakır,Dicle,79.0,22394.0,17515.0,16561.0,2699.0,138.0,0.0,38.0,9209.0,180.0,964.0,2939.0,23.0,29.0,342.0
18-24,428,447,875,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
25-29,263,302,565,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
30-34,317,294,611,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
35-39,330,275,605,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
40-44,322,275,597,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
45-49,370,320,690,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
50-54,322,292,614,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
55-59,300,276,576,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
60-64,235,266,501,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
65-69,158,196,354,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
70-74,126,184,310,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
75+,169,281,450,Artvin,Kemalpaşa,26.0,6748.0,6103.0,5971.0,1529.0,411.0,13.0,14.0,873.0,2615.0,25.0,455.0,25.0,11.0,0.0
18-24,6633,6711,13344,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
25-29,4711,4512,9223,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
30-34,4813,4681,9494,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
35-39,4949,5403,10352,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
40-44,4756,4982,9738,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
45-49,4526,4725,9251,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
50-54,4076,4267,8343,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
55-59,3916,3938,7854,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
60-64,3150,3327,6477,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
65-69,2363,2526,4889,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
70-74,1537,1900,3437,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
75+,2179,3076,5255,Yalova,Yalova Merkez,270.0,97657.0,84855.0,83448.0,35440.0,5727.0,163.0,157.0,7405.0,23791.0,1076.0,8746.0,724.0,219.0,0.0
18-24,486,435,921,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
25-29,312,285,597,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
30-34,304,260,564,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
35-39,322,269,591,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
40-44,287,272,559,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
45-49,381,376,757,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
50-54,423,432,855,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
55-59,469,402,871,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
60-64,463,477,940,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
65-69,364,405,769,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
70-74,245,344,589,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
75+,532,651,1183,Artvin,Ardanuç,65.0,9196.0,8093.0,7808.0,2524.0,374.0,34.0,29.0,294.0,3469.0,85.0,918.0,44.0,37.0,0.0
18-24,5840,5802,11642,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
25-29,5353,3777,9130,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
30-34,3199,2738,5937,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
35-39,2785,2736,5521,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
40-44,2229,2067,4296,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
45-49,1759,1466,3225,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
50-54,1356,1113,2469,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
55-59,984,941,1925,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
60-64,806,925,1731,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
65-69,482,675,1157,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
70-74,276,400,676,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
75+,404,570,974,Hakkari,Hakkari Merkez,153.0,48683.0,41990.0,40765.0,6267.0,1512.0,135.0,78.0,30363.0,1493.0,277.0,535.0,88.0,17.0,0.0
18-24,8791,9094,17885,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
25-29,7104,6801,13905,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
30-34,7251,7188,14439,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
35-39,8088,8094,16182,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
40-44,7370,7322,14692,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
45-49,6985,6902,13887,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
50-54,6572,6651,13223,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
55-59,5837,6219,12056,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
60-64,5063,5422,10485,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
65-69,3727,3970,7697,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
70-74,2369,2590,4959,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
75+,2911,4182,7093,Tekirdağ,Süleymanpaşa,443.0,146503.0,131436.0,129025.0,43636.0,7453.0,167.0,314.0,5473.0,51069.0,1073.0,18405.0,856.0,532.0,47.0
18-24,7491,8161,15652,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
25-29,5223,5493,10716,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
30-34,5384,5697,11081,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
35-39,5682,5767,11449,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
40-44,5324,5287,10611,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
45-49,5317,5109,10426,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
50-54,4742,4605,9347,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
55-59,4094,3901,7995,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
60-64,3320,3250,6570,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
65-69,2127,2251,4378,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
70-74,1496,1816,3312,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
75+,1716,3430,5146,Rize,Rize Merkez,343.0,106683.0,93655.0,91851.0,60820.0,11887.0,75.0,134.0,665.0,9587.0,2253.0,5139.0,934.0,174.0,183.0
18-24,15881,16696,32577,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
25-29,10801,10412,21213,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
30-34,9648,9107,18755,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
35-39,9465,9318,18783,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
40-44,8043,8144,16187,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
45-49,7452,7571,15023,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
50-54,7050,6829,13879,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
55-59,5893,5928,11821,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
60-64,4680,4727,9407,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
65-69,3167,3688,6855,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
70-74,2023,2697,4720,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
75+,2628,4159,6787,Mersin,Akdeniz,507.0,176007.0,155739.0,152395.0,38503.0,11179.0,1007.0,265.0,53406.0,36619.0,756.0,9486.0,869.0,266.0,39.0
18-24,5773,6083,11856,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
25-29,4375,4480,8855,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
30-34,4921,4757,9678,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
35-39,5235,5022,10257,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
40-44,4680,4253,8933,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
45-49,3938,3724,7662,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
50-54,3331,3221,6552,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
55-59,2752,2695,5447,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
60-64,2184,2275,4459,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
65-69,1555,1613,3168,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
70-74,1035,1158,2193,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
75+,1185,1677,2862,Kocaeli,Kartepe,234.0,81922.0,74625.0,73066.0,39006.0,7843.0,120.0,111.0,3103.0,12719.0,1674.0,7501.0,774.0,201.0,14.0
18-24,2146,2259,4405,Sinop,Boyabat,166.0,32646.0,28656.0,27816.0,17503.0,2666.0,79.0,143.0,302.0,3784.0,350.0,2565.0,357.0,67.0,0.0
25-29,1428,1463,2891,Sinop,Boyabat,166.0,32646.0,28656.0,27816.0,17503.0,2666.0,79.0,143.0,302.0,3784.0,350.0,2565.0,357.0,67.0,0.0
30-34,1572,1450,3022,Sinop,Boyabat,166.0,32646.0,28656.0,27816.0,17503.0,2666.0,79.0,143.0,302.0,3784.0,350.0,2565.0,357.0,67.0,0.0
35-39,1372,1439,2811,Sinop,Boyabat,166.0,32646.0,28656.0,27816.0,17503.0,2666.0,79.0,143.0,302.0,3784.0,350.0,2565.0,357.0,67.0,0.0
40-44,1321,1227,2548,Sinop,Boyabat,166.0,32646.0,28656.0,27816.0,17503.0,2666.0,79.0,143.0,302.0,3784.0,350.0,2565.0,357.0,67.0,0.0
45-49,1186,1188,2374,Sinop,Boyabat,166.0,32646.0,28656.0,27816.0,17503.0,2666.0,79.0,143.0,302.0,3784.0,350.0,2565.0,357.0,67.0,0.0
50-54,1226,1213,2439,Sinop,Boyabat,166.0,32646.0,28656.0,27816.0,17503.0,2666.0,79.0,143.0,302.0,3784.0,350.0,2565.0,357.0,67.0,0.0
55-59,1317,1346,2663,Sinop,Boyabat,166.0,32646.0,28656.0,27816.0,17503.0,2666.0,79.0,143.0,302.0,3784.0,350.0,2565.0,357.0,67.0,0.0
60-64,1235,1284,2519,Sinop,Boyabat,166.0,32646.0,28656.0,27816.0,17503.0,2666.0,79.0,143.0,302.0,3784.0,350.0,2565.0,357.0,67.0,0.0
65-69,1068,1098,2166,Sinop,Boyabat,166.0,32646.0,28656.0,27816.0,17503.0,2666.0,79.0,143.0,302.0,3784.0,350.0,2565.0,357.0,67.0,0.0
