age,male,female,all,city,district,Sandık sayısı,Kayıtlı seçmen sayısı,Oy kullanan seçmen sayısı,Geçerli oy sayısı,AK PARTİ,MHP,HÜDA PAR,VATAN PARTİSİ,HDP,CHP,SAADET PARTİSİ,İYİ PARTİ,CUMHUR İTTİFAKI,MİLLET İTTİFAKI,BĞMZ
18-24,343,330,673,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
25-29,228,245,473,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
30-34,227,224,451,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
35-39,261,239,500,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
40-44,221,220,441,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
45-49,200,275,475,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
50-54,229,287,516,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
55-59,232,292,524,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
60-64,257,263,520,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
65-69,217,269,486,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
70-74,164,238,402,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
75+,382,427,809,Elazığ,Sivrice,60.0,6270.0,5404.0,5274.0,3316.0,844.0,15.0,11.0,140.0,583.0,73.0,247.0,40.0,5.0,0.0
18-24,519,449,968,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
25-29,276,214,490,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
30-34,216,202,418,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
35-39,226,194,420,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
40-44,229,172,401,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
45-49,239,219,458,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
50-54,308,240,548,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
55-59,300,323,623,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
60-64,305,366,671,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
65-69,339,341,680,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
70-74,254,293,547,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
75+,509,660,1169,Giresun,Alucra,54.0,7393.0,5909.0,5756.0,3805.0,1028.0,5.0,9.0,14.0,252.0,109.0,394.0,132.0,8.0,0.0
18-24,1794,1741,3535,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
25-29,956,879,1835,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
30-34,913,880,1793,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
35-39,931,948,1879,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
40-44,870,855,1725,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
45-49,801,775,1576,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
50-54,722,666,1388,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
55-59,478,478,956,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
60-64,384,438,822,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
65-69,329,385,714,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
70-74,241,338,579,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
75+,271,437,708,Aksaray,Eskil,67.0,17510.0,15797.0,15453.0,9140.0,2911.0,35.0,27.0,28.0,1582.0,156.0,1387.0,171.0,16.0,0.0
18-24,8179,8546,16725,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
25-29,4601,5087,9688,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
30-34,5352,5388,10740,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
35-39,6000,5546,11546,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
40-44,4981,4589,9570,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
45-49,4475,4138,8613,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
50-54,3727,3428,7155,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
55-59,3152,2713,5865,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
60-64,2417,2274,4691,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
65-69,1988,1975,3963,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
70-74,1241,1570,2811,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
75+,1818,2539,4357,Kahramanmaraş,Elbistan,320.0,95724.0,82618.0,81005.0,36887.0,14943.0,132.0,137.0,5016.0,11198.0,1324.0,10248.0,1008.0,112.0,0.0
18-24,2468,2460,4928,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
25-29,1395,1382,2777,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
30-34,1345,1309,2654,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
35-39,1312,1384,2696,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
40-44,1212,1238,2450,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
45-49,1164,1184,2348,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
50-54,1128,1185,2313,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
55-59,1056,1110,2166,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
60-64,1020,1050,2070,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
65-69,828,968,1796,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
70-74,617,779,1396,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
75+,907,1198,2105,Yozgat,Akdağmadeni,137.0,29699.0,23813.0,23309.0,13393.0,5365.0,50.0,40.0,73.0,1831.0,326.0,1814.0,386.0,31.0,0.0
18-24,3659,3779,7438,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
25-29,2114,1977,4091,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
30-34,2244,2102,4346,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
35-39,2298,2197,4495,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
40-44,2083,1977,4060,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
45-49,2038,1899,3937,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
50-54,1953,1846,3799,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
55-59,1837,1691,3528,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
60-64,1437,1574,3011,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
65-69,1256,1365,2621,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
70-74,842,1126,1968,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
75+,1201,1836,3037,Kayseri,Develi,161.0,46331.0,41691.0,40729.0,21638.0,10416.0,74.0,50.0,205.0,3354.0,586.0,3576.0,764.0,54.0,12.0
18-24,24878,25159,50037,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
25-29,14769,15753,30522,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
30-34,15235,16567,31802,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
35-39,16289,17729,34018,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
40-44,14525,15966,30491,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
45-49,13188,14191,27379,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
50-54,12125,12923,25048,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
55-59,10520,11243,21763,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
60-64,8923,9297,18220,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
65-69,6160,6712,12872,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
70-74,4010,4919,8929,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
75+,5895,8378,14273,Elazığ,Elazığ Merkez,956.0,305354.0,260946.0,255074.0,131110.0,38459.0,2831.0,330.0,21159.0,30372.0,4442.0,23344.0,2673.0,354.0,0.0
18-24,1681,1765,3446,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
25-29,1112,1120,2232,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
30-34,1209,1265,2474,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
35-39,1345,1314,2659,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
40-44,1256,1282,2538,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
45-49,1190,1224,2414,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
50-54,1246,1359,2605,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
55-59,1423,1481,2904,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
60-64,1292,1554,2846,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
65-69,1386,1506,2892,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
70-74,926,1087,2013,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
75+,1420,2070,3490,Kastamonu,Tosya,136.0,32513.0,29129.0,28379.0,16515.0,6966.0,76.0,104.0,104.0,1815.0,288.0,1905.0,575.0,31.0,0.0
18-24,1426,1366,2792,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
25-29,736,701,1437,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
30-34,492,488,980,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
35-39,435,518,953,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
40-44,382,432,814,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
45-49,401,391,792,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
50-54,342,341,683,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
55-59,305,343,648,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
60-64,310,358,668,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
65-69,254,315,569,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
70-74,208,252,460,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
75+,331,385,716,Adıyaman,Sincik,54.0,11512.0,10450.0,10366.0,9046.0,497.0,26.0,4.0,196.0,147.0,104.0,305.0,37.0,4.0,0.0
18-24,2099,2131,4230,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
25-29,1610,1366,2976,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
30-34,1483,1268,2751,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
35-39,1564,1282,2846,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
40-44,1414,1227,2641,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
45-49,1499,1465,2964,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
50-54,1583,1583,3166,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
55-59,1670,1718,3388,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
60-64,1510,1449,2959,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
65-69,1154,1272,2426,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
70-74,882,986,1868,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
75+,1587,1744,3331,Kocaeli,Kandıra,180.0,35546.0,33992.0,32759.0,16528.0,4504.0,87.0,147.0,1080.0,5747.0,644.0,3568.0,369.0,72.0,13.0
18-24,1053,1016,2069,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
25-29,566,515,1081,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
30-34,555,490,1045,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
35-39,560,530,1090,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
40-44,551,482,1033,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
45-49,545,603,1148,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
50-54,768,729,1497,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
55-59,848,839,1687,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
60-64,861,888,1749,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
65-69,639,708,1347,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
70-74,453,603,1056,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
75+,849,1372,2221,Giresun,Keşap,76.0,17023.0,14358.0,13946.0,7793.0,1177.0,57.0,44.0,116.0,2453.0,148.0,1984.0,138.0,36.0,0.0
18-24,827,779,1606,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
25-29,525,407,932,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
30-34,515,490,1005,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
35-39,585,471,1056,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
40-44,583,573,1156,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
45-49,651,624,1275,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
50-54,672,706,1378,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
55-59,765,707,1472,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
60-64,588,587,1175,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
65-69,541,751,1292,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
70-74,451,694,1145,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
75+,878,1358,2236,Denizli,Çal,68.0,15728.0,14564.0,13974.0,4782.0,1100.0,43.0,77.0,206.0,4932.0,126.0,2551.0,98.0,49.0,10.0
18-24,15165,16024,31189,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
25-29,10418,11030,21448,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
30-34,11056,11840,22896,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
35-39,11720,12180,23900,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
40-44,9635,10095,19730,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
45-49,8701,8824,17525,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
50-54,7651,7187,14838,Afyonkarahisar,Afyonkarahisar Merkez,584.0,195131.0,179752.0,176728.0,99396.0,24542.0,229.0,271.0,1719.0,20314.0,2238.0,25386.0,2280.0,353.0,0.0
